accno,description,charttype,category,link,taxkey,datevautomatik
1610,"Verbindlichkeiten aus Lieferungen ohne Kontokorrent",A,L,,0,f
1624,"Verbindlichkeiten aus Lieferungen für Investitionen für § 4 Abs. 3 EStG",A,L,,0,f
1625,"Verbindlichkeiten aus Lieferungen ohne Kontokorrent",A,L,,0,f
1626,"Restlaufzeit 1 bis 5 Jahre",A,L,,0,f
1628,"Restlaufzeit größer 5 Jahre",A,L,,0,f
1630,"Verbindlichkeiten aus Lieferungen gegenüber verbundenen Unternehmen",A,L,,0,f
1631,"Restlaufzeit bis 1 Jahr",A,L,,0,f
1635,"Restlaufzeit 1 bis 5 Jahre",A,L,,0,f
1638,"Restlaufzeit größer 5 Jahre",A,L,,0,f
1640,"Verbindlichkeiten aus Lieferungen gegenüber Unternehmen mit Beteiligungsverhältnis",A,L,,0,f
1641,"Restlaufzeit bis 1 Jahr",A,L,,0,f
1645,"Restlaufzeit 1 bis 5 Jahre",A,L,,0,f
1648,"Restlaufzeit größer 5 Jahre",A,L,,0,f
1650,"Verbindlichkeiten aus Lieferungen gegenüber Gesellschaftern",A,L,,0,f
1651,"Restlaufzeit bis 1 Jahr",A,L,,0,f
1655,"Restlaufzeit 1 bis 5 Jahre",A,L,,0,f
1658,"Restlaufzeit größer 5 Jahre",A,L,,0,f
1659,"Gegenkonto bei Aufteilung Kreditorenkonto",A,L,,0,f
1665,"Verbindlichkeiten gegenüber GmbH-Gesellschaftern",A,L,,0,f
1666,"Restlaufzeit bis 1 Jahr",A,L,,0,f
1667,"Restlaufzeit 1 bis 5 Jahre",A,L,,0,f
1668,"Restlaufzeit größer 5 Jahre",A,L,,0,f
1670,"Verbindlichkeiten gegenüber persönlich haftenden Gesellschaftern",A,L,,0,f
1671,"Restlaufzeit bis 1 Jahr",A,L,,0,f
1672,"Restlaufzeit 1 bis 5 Jahre",A,L,,0,f
1673,"Restlaufzeit größer 5 Jahre",A,L,,0,f
1675,"Verbindlichkeiten gegenüber Kommanditisten",A,L,,0,f
1676,"Restlaufzeit bis 1 Jahr",A,L,,0,f
1677,"Restlaufzeit 1 bis 5 Jahre",A,L,,0,f
1678,"Restlaufzeit größer 5 Jahre",A,L,,0,f
1691,"Verbindlichkeiten gegenüber Arbeitsgemeinschaften",A,L,,0,f
1692,"Neutralisierung aufwandswirksamer Sachverhalte für § 4 Abs. 3 EStG",A,L,,0,f
1693,"Ergebnisneutrale Sachverhalte für § 4 Abs. 3 EStG",A,L,,0,f
1695,"Verbindlichkeiten gegenüber stillen Gesellschaftern",A,L,,0,f
1696,"Restlaufzeit bis 1 Jahr",A,L,,0,f
1697,"Restlaufzeit 1 bis 5 Jahre",A,L,,0,f
1698,"Restlaufzeit größer 5 Jahre",A,L,,0,f
1700,"Sonstige Verbindlichkeiten",A,I,,0,f
1701,"Restlaufzeit bis 1 Jahr",A,I,,0,f
1702,"Restlaufzeit 1 bis 5 Jahre",A,I,,0,f
1703,"Restlaufzeit größer 5 Jahre",A,I,,0,f
1704,"Sonstige Verbindlichkeiten nach § 1 Abs. 2 Satz 2 EStG",A,I,,0,f
1705,Darlehen,A,I,,0,f
1706,"Restlaufzeit bis 1 Jahr",A,I,,0,f
1707,"Restlaufzeit 1 bis 5 Jahre",A,I,,0,f
1708,"Restlaufzeit größer 5 Jahre",A,I,,0,f
1709,"Gewinnverfügungskonto stille Gesellschafter",A,I,,0,f
1710,"Erhaltene Anzahlungen auf Bestellungen",A,I,,0,f
1711,"Erhaltene, versteuerte Anzahlungen 7 % USt (Verbindlichkeiten)",A,L,AR_amount,0,f
1712,"Erhaltene, versteuerte Anzahlungen 5% USt",A,I,,0,f
1714,"Erhaltene, versteuerte Anzahlungen 0% USt",A,I,,0,f
1715,"Erhaltene Anzahlungen - Nachsteuer",A,I,,0,f
1717,"Erhaltene, versteuerte Anzahlungen 5% USt",A,I,,0,f
1718,"Erhaltene, versteuerte Anzahlungen 19 % USt (Verbindlichkeiten)",A,L,AR_amount,0,f
1719,"Erhaltene Anzahlungen",A,I,,0,f
1720,"Restlaufzeit 1 bis 5 Jahre",A,I,,0,f
1721,"Restlaufzeit größer 5 Jahre",A,I,,0,f
1722,"Erhaltene Anzahlungen auf Bestellungen (von Vorräten offen abgesetzt)",A,I,,0,f
1725,"Umsatzsteuer in Folgeperiode fällig",A,I,,0,f
1728,"Umsatzsteuer aus im anderen EU-Land steuerpflichtigen elektronischen Dienstleistungen",A,I,,0,f
1729,"Steuerzahlungen aus im anderen EU-Land steuerpflichtigen Leistungen",A,I,,0,f
1730,Kreditkartenabrechnung,A,I,,0,f
1731,Agenturwarenabrechnung,A,I,,0,f
1732,"Erhaltene Kautionen",A,I,,0,f
1733,"Restlaufzeit bis 1 Jahr",A,I,,0,f
1734,"Restlaufzeit 1 bis 5 Jahre",A,I,,0,f
1735,"Restlaufzeit größer 5 Jahre",A,I,,0,f
1736,"Verbindlichkeiten aus Steuern und Abgaben",A,I,,0,f
1737,"Restlaufzeit bis 1 Jahr",A,I,,0,f
1738,"Restlaufzeit 1 bis 5 Jahre",A,I,,0,f
1739,"- Restlaufzeit größer 5 Jahre",A,I,,0,f
1740,"Verbindlichkeiten aus Lohn und Gehalt",A,I,,0,f
1741,"Verbindlichkeiten aus Lohn- und Kirchensteuer",A,I,,0,f
1742,"Verbindlichkeiten im Rahmen der sozialen Sicherheit",A,I,,0,f
1743,"Restlaufzeit bis 1 Jahr",A,I,,0,f
1744,"Restlaufzeit 1 bis 5 Jahre",A,I,,0,f
1745,"Restlaufzeit größer 5 Jahre",A,I,,0,f
1746,"Verbindlichkeiten aus Einbehaltungen",A,I,,0,f
1747,"Verbindlichkeiten für Verbrauchsteuern",A,I,,0,f
1748,"Verbindlichkeiten für Einbehaltungen von Arbeitnehmern",A,I,,0,f
1749,"Verbindlichkeiten an das Finanzamt aus abzuführendem Bauabzugsbetrag",A,I,,0,f
1750,"Verbindlichkeiten aus Vermögensbildung",A,I,,0,f
1751,"Restlaufzeit bis 1 Jahr",A,I,,0,f
1752,"Restlaufzeit 1 bis 5 Jahre",A,I,,0,f
1753,"Restlaufzeit größer 5 Jahre",A,I,,0,f
1754,"Steuerzahlungen an andere Länder",A,I,,0,f
1755,"Lohn- und Gehaltsverrechnung",A,I,,0,f
1756,"Lohn- und Gehaltsverrechnung nach § 11 Abs. 2 Satz 2 EStG",A,I,,0,f
1757,"Verbindlichkeiten gegenüber Gesellschaft/Gesamthand",A,I,,0,f
1758,"Sonstige Verbindlichkeiten aus genossenschaftlicher Rückvergütung",A,I,,0,f
1759,"Voraussichtliche Beitragsschuld gegenüber den Sozialversicherungsträgern",A,I,,0,f
1760,"Umsatzsteuer nicht fällig",A,I,,0,f
1761,"Umsatzsteuer nicht fällig 7%",A,I,AR_amount,2,t
1762,"Umsatzsteuer nicht fällig aus im Inland steuerpflichtigen EU-Lieferungen",A,I,,0,f
1764,"Umsatzsteuer nicht fällig aus im Inland steuerpflichtigen EU-Lieferungen 19%",A,I,AR_amount,3,t
1766,"Umsatzsteuer nicht fällig 19%",A,I,AR_amount,3,t
1767,"Im anderen EG-Staat steuerpfl. Lieferung",A,,,10,f
1768,"Umsatzsteuer aus im anderen EU-Land steuerpflichtigen sonstigen Leistungen",A,I,,0,f
1769,"Umsatzsteuer aus der Auslagerung von Gegenständen",A,I,,0,f
1770,Umsatzsteuer,A,I,,0,f
1771,"Umsatzsteuer 7%",A,I,AR_tax:IC_taxpart:IC_taxservice,2,f
1772,"Umsatzsteuer 7% innergem.Erwerb",A,I,AR_tax:IC_taxpart:IC_taxservice,0,f
1773,"Umsatzsteuer 5 %",A,I,AR_tax:IC_taxpart:IC_taxservice,0,f
1774,"Umsatzsteuer aus innergem. Erwerb 19 %",A,I,AR_tax:IC_taxpart:IC_taxservice,0,f
1775,"Umsatzsteuer 16%",A,I,AR_tax:IC_taxpart:IC_taxservice,0,f
1776,"Umsatzsteuer 19 %",A,I,AR_tax:IC_taxpart:IC_taxservice,0,f
1777,"Umsatzsteuer aus im Inland steuerpflichtigen EU-Lieferungen",A,I,,0,f
1778,"Umsatzsteuer aus im Inland steuerpflichtigen EU-Lieferungen 19%",A,I,AR_amount,3,t
1779,"Umsatzsteuer aus innergemeinschaftlichem Erwerb ohne Vorsteuerabzug",A,I,,0,f
1780,Umsatzsteuer-Vorauszahlungen,A,E,,0,f
1781,"Umsatzsteuer-Vorauszahlungen 1/11",A,I,,0,f
1782,"Nachsteuer, UStVA Kz. 65",A,I,,0,f
1783,"In Rechnung unrichtig ausgewiesene Steuerbeträge",A,I,,0,f
1784,"Umsatzsteuer aus innergemeinschaftlichem Erwerb von Neufahrzeugen",A,I,,0,f
1785,"Umsatzsteuer n.§13b UStG",A,I,,0,f
1787,"Umsatzsteuer nach §13b UStG 19%",A,I,AR_tax:IC_taxpart:IC_taxservice,0,f
1788,"Einfuhrumsatzsteuer aufgeschoben",A,I,,0,f
1789,"Umsatzsteuer aufgeschoben",A,I,,0,f
1790,"Umsatzsteuer Vorjahr",A,E,,0,f
1791,"Umsatzsteuer frühere Jahre",A,E,,0,f
1792,"Sonstige Verrechnungskonten",A,I,,0,f
1793,"Verrechnungskonto geleistete Anzahlungen",A,I,,0,f
1794,"Umsatzsteuer aus Erwerb als letzter Abnehmer",A,I,,0,f
1795,"Verbindlichkeiten im Rahmen der sozialen Sicherheit für § 4 Abs. 3 EStG",A,I,,0,f
1796,"Ausgegebene Geschenkgutscheine",A,I,,0,f
1797,"Verbindlichkeiten aus Umsatzsteuer-Vorauszahlungen",A,I,,0,f
1798,"Umsatzsteuer aus im Inland steuerpflichtigen EU-Lieferungen",A,I,,0,f
1800,"Privatentnahme allgemein",A,Q,,0,f
1801,"Privatentnahmen allgemein (nur Einzelunternehmen)",A,Q,,0,f
1810,Privatsteuern,A,Q,,0,f
1811,"Privatsteuern (nur Einzelunternehmen)",A,Q,,0,f
1820,"Sonderausgaben beschränkt abzugsfähig",A,Q,,0,f
1821,"Sonderausgaben beschränkt abzugsfähig (nur Einzelunternehmen)",A,Q,,0,f
1830,"Sonderausgaben unbeschr.anzugsfähig",A,Q,,0,f
1831,"Sonderausgaben unbeschränkt abzugsfähig (nur Einzelunternehmen)",A,Q,,0,f
1840,"Zuwendungen, Spenden",A,Q,,0,f
1841,"Zuwendungen, Spenden (nur Einzelunternehmen)",A,Q,,0,f
1850,"Außergewöhnliche Belastungen",A,Q,,0,f
1851,"Außergewöhnliche Belastungen (nur Einzelunternehmen)",A,Q,,0,f
1860,Grundstücksaufwand,A,Q,,0,f
1861,"Grundstücksaufwand (nur Einzelunternehmen)",A,Q,,0,f
1869,"Grundstücksaufwand (Umsatzsteuerschlüssel möglich)",A,Q,,0,f
1870,Grundstücksertrag,A,Q,,0,f
1871,"Grundstücksertrag (nur Einzelunternehmen)",A,Q,,0,f
1879,"Grundstücksertrag (Umsatzsteuerschlüssel möglich)",A,Q,,0,f
1880,"Unentgeltliche Wertabgaben",A,Q,,0,f
1881,"Unentgeltliche Wertabgaben (nur Einzelunternehmen)",A,Q,,0,f
1890,Privateinlagen,A,Q,,0,f
1891,"Privateinlagen (nur Einzelunternehmen)",A,Q,,0,f
1900,"Privatentnahmen allgemein (TH), FK",A,E,,0,f
1910,"Privatsteuern (TH), FK",A,E,,0,f
1920,"Sonderausgaben beschränkt abzugsfähig (TH), FK",A,E,,0,f
1930,"Sonderausgaben unbeschränkt abzugsfähig (TH), FK",A,E,,0,f
1940,"Zuwendungen, Spenden (TH), FK",A,E,,0,f
1950,"Außergewöhnliche Belastungen (TH), FK",A,E,,0,f
1960,"Grundstücksaufwand (TH), FK",A,E,,0,f
1970,"Grundstücksertrag (TH), FK",A,E,,0,f
1980,"Unentgeltliche Wertabgaben (TH), FK",A,E,,0,f
1990,"Privateinlagen (TH), FK",A,E,,0,f
2000,"Außerordentliche Aufwendung",A,E,,0,f
2004,"Verluste durch Verschmelzung und Umwandlung",A,E,,0,f
2007,"Aufwendungen für Restrukturierungs- und Sanierungsmaßnahmen",A,E,,0,f
2010,"Betriebsfremde Aufwendungen soweit n.außerord.",A,E,,0,f
2020,"Periodenfremde Aufwend.(soweit n.außerordentlich",A,E,,0,f
2090,"Aufwendungen aus der Anwendung von Übergangsvorschriften",A,E,,0,f
2091,"Aufwendungen aus der Anwendung von Übergangsvorschriften (Pensionsrückstellungen)",A,E,,0,f
2094,"Aufwendungen aus der Anwendung von Übergangsvorschriften (latente Steuern)",A,E,,0,f
2100,"Zinsen und ähnl.Aufwendungen",A,E,,0,f
2102,"Steuerlich nicht abzugsfähige andere Nebenleistungen zu Steuern § 4 Abs. 5b EStG",A,E,,0,f
2103,"Steuerlich abzugsfähige andere Nebenleistungen zu Steuern",A,E,,0,f
2104,"Steuerlich nicht abzugsfähige andere Nebenleistungen zu Steuern",A,E,,0,f
2105,"Zinsaufwendungen § 233a AO nicht abzugsfähig",A,E,,0,f
2107,"Zinsaufwendung-betriebliche Steuern §223aAO",A,E,,0,f
2108,"Zinsaufwendungen nicht abzugsfähig §§ 234 bis 237 AO",A,E,,0,f
2109,"Zinsaufwendungen an verbundene Unternehmen",A,E,,0,f
2110,"Zinsaufwendung f.kurzf.Verbindlichk",A,E,,0,f
2111,"Zinsaufwendungen §§ 234 bis 237 AO abzugsfähig",A,E,,0,f
2113,"Nicht abzugsfähige Schuldzinsen nach § 4 Abs. 4a EStG",A,E,,0,f
2114,"Zinsen für Gesellschafterdarlehen",A,E,,0,f
2115,"Zinsen und ähnliche Aufwendungen an verbundene Unternehmen § 3 Nr. 40 EStG",A,E,,0,f
2116,"Zinsen und ähnliche Aufwendungen an verbundene Unternehmen § 8b KStG",A,E,,0,f
2117,"Zinsen an Gesellschafter mit einer Beteiligung von mehr als 25%",A,E,,0,f
2118,"Zinsen auf Kontokorrentkonten",A,E,,0,f
2119,"Zinsaufwendungen für kurzfristige Verbindlichkeiten an verbundene Unternehmen",A,E,,0,f
2120,"Zinsaufwendung f.langf.Verbindlichk",A,E,,0,f
2123,"Abschreibungen auf ein Agio oder Disagio/Damnum zur Finanzierung",A,E,,0,f
2124,"Abschreibungen auf ein Agio oder Disagio/Damnum zur Finanzierung",A,E,,0,f
2125,"Zinsaufwend.f.Gebäude,die z.Betriebsvermögen gehören",A,E,,0,f
2126,"Zinsen zur Finanzierung des Anlagevermögens",A,E,,0,f
2127,"Renten und dauernde Lasten",A,E,,0,f
2128,"Zinsaufwendungen für Kapitalüberlassung durch Mitunternehmer",A,E,,0,f
2129,"Zinsaufwendungen für langfristige Verbindlichkeiten an verbundene Unternehmen",A,E,,0,f
2130,Diskontaufwendung,A,E,,0,f
2140,"Zinsähnliche Aufwendungen",A,E,,0,f
2141,"Kreditprovisionen und Verwaltungskostenbeiträge",A,E,,0,f
2142,"Zinsanteil der Zuführungen zu Pensionsrückstellungen",A,E,,0,f
2143,"Zinsaufwendungen aus der Abzinsung von Verbindlichkeiten",A,E,,0,f
2144,"Zinsaufwendungen aus der Abzinsung von Rückstellungen",A,E,,0,f
2145,"Zinsaufwendungen aus der Abzinsung von Pensionsrückstellungen",A,E,,0,f
2146,"Zinsaufwendungen aus der Abzinsung von Pensionsrückstellungen zur Verrechnung",A,E,,0,f
2147,"Aufwendungen aus Vermögensgegenständen zur Verrechnung nach § 246 Abs. 2 HGB",A,E,,0,f
2148,"Zinsaufwendungen aus der Abzinsung von Rückstellungen",A,E,,0,f
2149,"Zinsähnliche Aufwendungen an verbundene Unternehmen",A,E,,0,f
2150,"Aufwendungen aus Kursdifferenzen",A,E,AR_paid:AP_paid,0,f
2151,"Aufwendungen aus der Währungsumrechnung (nicht § 256a HGB)",A,E,,0,f
2166,"Aufwendungen aus Bewertung Finanzmittelfonds",A,E,,0,f
2170,"Nicht abziehbare Vorsteuer",A,E,,0,f
2171,"Nicht abziehbare Vorsteuer 7%",A,E,,0,f
2175,"Nicht abziehbare Vorsteuer 16%/19%",A,E,,0,f
2176,"Nicht abziehbare Vorsteuer 19%",A,E,AP_amount,9,t
2200,Körperschaftssteuer,A,E,,0,f
2203,"Körperschaftsteuer für Vorjahre",A,E,,0,f
2204,"Körperschaftsteuererstattungen für Vorjahre",A,E,,0,f
2208,Solidaritätszuschlag,A,E,,0,f
2209,"Solidaritätszuschlag für Vorjahr",A,E,,0,f
2210,"Solidaritätszuschlagerstattungen für Vorjahr",A,E,,0,f
2212,"Kapitalertragssteuer 20%",A,E,,0,f
2213,"Kapitalertragsteuer 25%",A,E,,0,f
2214,"Anrechenb.Soli auf Kapitalertragssteuer 20%",A,E,,0,f
2215,Zinsabschlagsteuer,A,E,,0,f
2216,"Anrechenbarer Solidaritätszuschlag auf Kapitalertragsteuer 25%",A,E,,0,f
2218,"Anrechb.Solidari.zuschlag a.Zinsabschlagst.",A,E,,0,f
2219,"Anrechnung/Abzug ausländische Quellensteuer",A,E,,0,f
2250,"Aufwendungen aus der Zuführung und Auflösung von latenten Steuern",A,E,,0,f
2255,"Erträge aus der Zuführung und Auflösung von latenten Steuern",A,E,,0,f
2260,"Aufwendungen aus der Zuführung zu Steuerrückstellungen für Steuerstundung",A,E,,0,f
2265,"Erträge aus der Auflösung von Steuerrückstellungen für Steuerstundung",A,E,,0,f
2280,"Stnachzahl.Vorj.v.Einkomm u.Ertrag",A,E,,0,f
2281,"Gewerbesteuernachzahlungen und Gewerbesteuererstattungen für Vorjahre",A,E,,0,f
2282,"Sterstat.Vorj.Steuer v.Eink.u.Ertrag",A,I,,0,f
2283,"Erträge aus der Auflösung von Gewerbesteuerrückstellungen nach § 4 Abs. 5b EStG",A,E,,0,f
2284,Ertr.a.d.Aufl.v.Rücks.f.St.v.Ein.Er,A,I,,0,f
2285,"Steuernachzahlung Vorj.f.sons.Steue",A,E,,0,f
2287,"Steuererstattung Vorj.f.sons.Steuer",A,I,,0,f
2289,"Erträge a.d.Aufl.v. Rück.f.sons.Ste",A,E,,0,f
2300,"Sonstige Aufwendungen",A,E,,0,f
2307,"Sonstige Aufwendungen betriebsfremd und regelmäßig",A,E,,0,f
2308,"Sonstige nicht abziehbare Aufwendungen",A,E,,0,f
2309,"Sonstige Aufwendungen unregelmäßig",A,E,,0,f
2310,"Anlagenabgänge Sachanlagen Restbuchw.b.Buchverlust",A,E,,0,f
2311,"Anlagenabgänge immaterielle Vermögensgegenstände",A,E,,0,f
2312,"Anlagenabgänge Finanzanlagen (Restbuchwert bei Buchverlust)",A,E,,0,f
2313,"Anlagenabgänge Finanzanlagen § 3 Nr. 40 EStG",A,E,,0,f
2315,"Anlagenabgänge Sachanlagen Restbuchw.b.Buchgewinn",A,I,,0,f
2316,"Anlagenabgänge immaterielle Vermögensgegenstände",A,E,,0,f
2317,"Anlagenabgänge Finanzanlagen (Restbuchwert bei Buchgewinn)",A,E,,0,f
2318,"Anlagenabgänge Finanzanlagen § 3 Nr. 40 EStG",A,E,,0,f
2320,"Verluste Abgang Gegenst.d.Anlagever",A,E,,0,f
2324,"Abgänge Wertpapiere des Umlaufvermögens § 8b Abs. 2 KStG",A,E,,0,f
2325,"Verluste aus dem Abgang von Gegenständen des Umlaufvermögens",A,E,,0,f
2326,"Verluste aus dem Abgang von Gegenständen des Umlaufvermögens § 3 Nr. 40 EStG",A,E,,0,f
2327,"Abgang von Wirtschaftsgütern des Umlaufvermögens nach § 4 Abs. 3 Satz 4 EStG",A,E,,0,f
2328,"Abgang von Wirtschaftsgütern des Umlaufvermögens § 3 Nr. 40 EStG",A,E,,0,f
2339,"Einstellungen in die steuerliche Rücklage nach § 4g EStG",A,E,,0,f
2341,"Einstellungen in SoPo m.Rücklageanteil (Ansparabschreibung",A,E,,0,f
2342,"Einst.in SoPo m.Rücklageanteil (Existenzgründungsrücklage)",A,E,,0,f
2343,"Einstellungen in die steuerliche Rücklage nach § 6b Abs. 10 EStG",A,E,,0,f
2344,"Einstellungen in die Rücklage für Ersatzbeschaffung",A,E,,0,f
2345,"Einstellungen in sonstige steuerliche Rücklagen",A,E,,0,f
2347,"Aufwendungen aus dem Erwerb eigener Anteile",A,E,,0,f
2350,Grundstücksaufwendungen,A,E,,9,f
2351,"Gründstücksaufwend.f.Gebäude,die nicht z.Betriebsverm.gehören",A,E,,0,f
2375,Grundsteuer,A,E,,0,f
2376,"Grundsteuer f.Gebäude,die nicht z.Betriebsvermögen geh.",A,E,,0,f
2380,"Zuwend.,Spenden,steuerlich n.abziehbar",A,E,,0,f
2381,"Zuwendungen, Spenden für wissenschaftliche Zwecke",A,E,,0,f
2382,"Zuwendungen, Spenden für mildtätige Zwecke",A,E,,0,f
2383,"Zuwendungen, Spenden für kirchliche, religiöse und gemeinnützige Zwecke",A,E,,0,f
2384,"Zuwendungen, Spenden an politische Parteien",A,E,,0,f
2385,"Nicht abziehbare Hälfte der Aufsichtsratsvergütungen",A,E,,0,f
2386,"Abziehbare Aufsichtsratsvergütungen",A,E,,0,f
2387,"Zuwendungen, Spenden in das zu erhaltende Vermögen einer Stiftung",A,E,,0,f
2389,"Zuwendungen, Spenden in das zu erhaltende Vermögen einer Stiftung",A,E,,0,f
2390,"Zuwendungen, Spenden an Stiftungen in das zu erhaltende Vermögen",A,E,,0,f
2400,"Forderungsverlust-übliche Höhe",A,E,,0,f
2401,"Forderungsverluste 7% USt.(übliche Höhe",A,E,,2,t
2402,"Forderungsverluste aus steuerfreien EU-Lieferungen",A,E,,0,f
2403,"Forderungsverluste aus im Inland steuerpflichtigen EU-Lieferungen 7% USt",A,E,AR_amount,2,t
2405,"Forderungsverluste 16%/19% USt.(übliche Höhe",A,E,,3,t
2406,"Forderungsverluste 19% USt (übliche Höhe)",A,E,AR_amount,3,t
2408,"Forderungsverluste aus im Inland steuerpflichtigen EU-Lieferungen 19% USt",A,E,AR_amount,3,t
2430,"Forderungsverluste, unüblich hoch",A,E,,0,f
2431,"Forderungsverluste 7% USt (soweit unüblich hoch)",A,E,AR_amount,2,t
2436,"Forderungsverluste 19% USt (soweit unüblich hoch)",A,E,AR_amount,3,t
2440,"Abschreibungen auf Forderungen gegenüber Kapitalgesellschaften",A,E,,0,f
2441,"Abschreibungen auf Forderungen gegenüber Gesellschaftern",A,E,,0,f
2450,Einstell.i.d.Pauschalwertbe.z.Forde,A,E,,0,f
2451,"Einstellungen in die Einzelwertberichtigung auf Forderungen",A,E,,0,f
2480,"Einstellungen in die Rücklage für Anteile an einem herrschenden Unternehmen",A,E,,0,f
2481,"Einstellungen in gesamthänderisch gebundene Rücklagen",A,E,,0,f
2485,"Einstellungen in andere Ergebnisrücklagen",A,E,,0,f
2488,"Änderung steuerlicher Ausgleichsposten",A,E,,0,f
2489,"Änderung steuerlicher Ausgleichsposten (Personengesellschaften, Einzelunternehmen)",A,E,,0,f
2490,"Aufwendungen aus Verlustübernahme",A,E,,0,f
2491,"Abgeführte Gewinnanteile / ausgeglichene Verlustanteile",A,E,,0,f
2492,"Abgeführte Gewinne auf Grund einer Gewinngemeinschaft",A,E,,0,f
2493,"Abgeführte Gewinnanteile / ausgeglichene Verlustanteile",A,E,,0,f
2494,"Abgeführte Gewinne auf Grund eines Gewinn- oder Teilgewinnabführungsvertrags",A,E,,0,f
2495,"Einstellungen in die Kapitalrücklage",A,E,,0,f
2496,"Einstellungen in die gesetzliche Rücklage",A,E,,0,f
2497,"Einstellungen in satzungsmäßige Rücklagen",A,E,,0,f
2498,"Einstellungen in den Ausgleichsposten für aktivierte eigene Anteile",A,E,,0,f
2499,"Einstellungen in andere Gewinnrücklagen",A,E,,0,f
2500,"Außerordentliche Erträge",A,I,,0,f
2501,"Ausserordentliche Erträge finanzwirksam",A,I,,0,f
2504,"Erträge durch Verschmelzung und Umwandlung",A,I,,0,f
2505,"Ausserordentliche Erträge nicht finanzwirksam",A,I,,0,f
2510,"Betriebsfremde Erträge nichtaußerorden",A,I,,0,f
2520,"Periodenfremde Erträge nicht außero",A,I,,0,f
2590,"Erträge aus der Anwendung von Übergangsvorschriften",A,I,,0,f
2591,"Erträge aus der Anwendung von Übergangsvorschriften (Pensionsrückstellungen)",A,I,,0,f
2594,"Erträge aus der Anwendung von Übergangsvorschriften (latente Steuern)",A,I,,0,f
2600,"Erträge aus Beteiligungen",A,I,,0,f
2603,"Erträge aus Beteiligungen an Personengesellschaften § 18 EStG",A,I,,0,f
2613,"Erträge aus typisch stillen Beteiligungen § 3 Nr. 40 EStG",A,I,,0,f
2614,"Erträge aus atypisch stillen Beteiligungen",A,I,,0,f
2615,"Erträge aus Anteilen an Kapitalgesellschaften § 3 Nr. 40 EStG",A,I,,0,f
2616,"Erträge aus Anteilen an Kapitalgesellschaften (verbundene Unternehmen)",A,I,,0,f
2618,"Gewinnanteile aus gewerblichen und selbständigen Mitunternehmerschaften",A,I,,0,f
2619,"Erträge aus Beteiligungen an verbundenen Unternehmen",A,I,,0,f
2620,"Erträge aus anderen Wertpapieren und Ausleihungen des Finanzanlagevermögens",A,I,,0,f
2621,"Erträge aus Ausleihungen des Finanzanlagevermögens",A,I,,0,f
2622,"Erträge aus Ausleihungen des Finanzanlagevermögens an verbundenen Unternehmen",A,I,,0,f
2623,"Erträge aus Anteilen an Personengesellschaften (Finanzanlagevermögen)",A,I,,0,f
2625,"Erträge aus Anteilen an Kapitalgesellschaften (Finanzanlagevermögen) § 3 Nr. 40 EStG bzw. § 8b Abs. 1 und 4 KStG9)",A,I,,0,f
2626,"Erträge aus Anteilen an Kapitalgesellschaften (verbundene Unternehmen) § 3 Nr. 40 EStG bzw. § 8b Abs. 1 KStG9)",A,I,,0,f
2640,"Zins- und Dividendenerträge",A,I,,0,f
2641,"Erhaltene Ausgleichszahlungen (als außenstehender Aktionär)",A,I,,0,f
2646,"Erträge aus Anteilen an Personengesellschaften (verbundene Unternehmen)",A,I,,0,f
2647,"Erträge aus anderen Wertpapieren des Finanzanlagevermögens an Kapitalgesellschaften (verbundene Unternehmen)",A,I,,0,f
2648,"Erträge aus anderen Wertpapieren des Finanzanlagevermögens an Personengesellschaften (verbundene Unternehmen)",A,I,,0,f
2649,"Erträge aus anderen Wertpapieren und Ausleihungen des Finanzanlagevermögens aus verbundenen Unternehmen",A,I,,0,f
2650,"Sonstige Zinsen und änliche Erträge",A,I,,0,f
2653,"Zinserträge § 233a AO und § 4 Abs. 5b EStG, steuerfrei",A,I,,0,f
2654,"Erträge aus anderen Wertpapieren und Ausleihungen des Umlaufvermögens",A,I,,0,f
2655,"Erträge aus Anteilen an Kapitalgesellschaften (Umlaufvermögen) § 3 Nr. 40 EStG bzw. § 8b Abs. 1 und 4 KStG9)",A,I,,0,f
2656,"Erträge aus Anteilen an Kapitalgesellschaften (verbundene Unternehmen) § 3 Nr. 40 EStG bzw. § 8b Abs. 1 KStG9)",A,I,,0,f
2657,"Zinserträge-betriebliche Steuern",A,I,,0,f
2658,"Zinserträge § 233a AO, steuerfrei (Anlage GK KSt)",A,I,,0,f
2659,"Sonstige Zinsen und ähnliche Erträge aus verbundenen Unternehmen",A,I,,0,f
2660,"Erträge aus Kursdifferenzen",A,I,AR_paid:AP_paid,0,f
2661,"Erträge aus der Währungsumrechnung (nicht § 256a HGB)",A,I,,0,f
2666,"Erträge aus Bewertung Finanzmittelfonds",A,I,,0,f
2670,Diskonterträge,A,I,,0,f
2680,"Zinsähnliche Erträge",A,I,,0,f
2682,"Steuerfreie Zinserträge aus der Abzinsung von Rückstellungen",A,I,,0,f
2683,"Zinserträge aus der Abzinsung von auf Rentenverpflichtungen beruhenden Verbindlichkeiten, für die eine Gegenleistung nicht mehr zu erwarten ist8)",A,I,,0,f
2684,"Zinserträge aus der Abzinsung von Rückstellungen",A,I,,0,f
2685,"Zinserträge aus der Abzinsung von Pensionsrückstellungen und ähnlichen/vergleichbaren Verpflichtungen",A,I,,0,f
