pruefgruppe_nr,pruefgruppe,unterpunkt_nr,unterpunkt,defect_code,defect_description,possible_classes,is_custom
6,Fahrgestell / Rahmen / Aufbau und daran befestigte Teile,6.2,Aufbau / Karosserie / Kabine,6.2.1c,Karosserieteile: Herabfallen zu erwarten,VM,false
6,Fahrgestell / Rahmen / Aufbau und daran befestigte Teile,6.2,Aufbau / Karosserie / Kabine,6.2.2a,Motorhaube: Verschluss nicht sicher,EM,false
6,Fahrgestell / Rahmen / Aufbau und daran befestigte Teile,6.2,Aufbau / Karosserie / Kabine,6.2.2b,Motorhaube: unbeabsichtigtes Öffnen zu erwarten,VM,false
6,Fahrgestell / Rahmen / Aufbau und daran befestigte Teile,6.2,Aufbau / Karosserie / Kabine,6.2.3a,Tür: Verschluss mangelhaft,EM,false
6,Fahrgestell / Rahmen / Aufbau und daran befestigte Teile,6.2,Aufbau / Karosserie / Kabine,6.2.3b,Tür: kann sich unbeabsichtigt öffnen,VM,false
6,Fahrgestell / Rahmen / Aufbau und daran befestigte Teile,6.2,Aufbau / Karosserie / Kabine,6.2.4a,Stoßfänger: beschädigt oder lose,GM|EM,false
6,Fahrgestell / Rahmen / Aufbau und daran befestigte Teile,6.2,Aufbau / Karosserie / Kabine,6.2.4b,Stoßfänger: Herabfallen zu erwarten,EM|VM,false
6,Fahrgestell / Rahmen / Aufbau und daran befestigte Teile,6.2,Aufbau / Karosserie / Kabine,6.2.5a,"Kotflügel/Radabdeckung: nicht ausreichend, Reifen nicht abgedeckt",EM,false
6,Fahrgestell / Rahmen / Aufbau und daran befestigte Teile,6.2,Aufbau / Karosserie / Kabine,6.2.6a,Scharfe Kanten/vorstehende Teile: Verletzungsgefahr,EM,false
6,Fahrgestell / Rahmen / Aufbau und daran befestigte Teile,6.3,Anhängerkupplung / Verbindungseinrichtung,6.3.1a,"Anhängerkupplung: Verschleiß, Spiel erhöht",GM|EM,false
6,Fahrgestell / Rahmen / Aufbau und daran befestigte Teile,6.3,Anhängerkupplung / Verbindungseinrichtung,6.3.1b,"Anhängerkupplung: Risse, Bruchgefahr",VM|VU,false
6,Fahrgestell / Rahmen / Aufbau und daran befestigte Teile,6.3,Anhängerkupplung / Verbindungseinrichtung,6.3.2a,Anhängerkupplung: Befestigung lose oder Schrauben fehlen,EM|VM,false
6,Fahrgestell / Rahmen / Aufbau und daran befestigte Teile,6.3,Anhängerkupplung / Verbindungseinrichtung,6.3.3a,Anhängerkupplung: Sicherungseinrichtung defekt,EM,false
6,Fahrgestell / Rahmen / Aufbau und daran befestigte Teile,6.3,Anhängerkupplung / Verbindungseinrichtung,6.3.4a,Abreißseil: fehlt oder nicht ordnungsgemäß,EM,false
7,Sonstige Ausstattung,7.1,Sicherheitsgurte / Rückhaltesysteme,7.1.1a,Sicherheitsgurt: fehlt (wenn vorgeschrieben),EM|VU,false
7,Sonstige Ausstattung,7.1,Sicherheitsgurte / Rückhaltesysteme,7.1.1b,"Sicherheitsgurt: Gurtband beschädigt (Einschnitte, Ausfransen)",EM,false
7,Sonstige Ausstattung,7.1,Sicherheitsgurte / Rückhaltesysteme,7.1.1c,"Sicherheitsgurt: Gurtband stark beschädigt, Reißen zu erwarten",VM|VU,false
7,Sonstige Ausstattung,7.1,Sicherheitsgurte / Rückhaltesysteme,7.1.2a,"Gurtschloss: Verriegelung defekt, rastet nicht ein",EM|VU,false
7,Sonstige Ausstattung,7.1,Sicherheitsgurte / Rückhaltesysteme,7.1.3a,"Gurtaufroller: ohne Funktion, rollt nicht auf",EM,false
7,Sonstige Ausstattung,7.1,Sicherheitsgurte / Rückhaltesysteme,7.1.4a,Gurtstraffer/Airbag: Warnleuchte zeigt Störung an,EM,false
7,Sonstige Ausstattung,7.1,Sicherheitsgurte / Rückhaltesysteme,7.1.4b,Airbag: offensichtlich fehlt oder offensichtlich nicht funktionsfähig,EM,false
7,Sonstige Ausstattung,7.1,Sicherheitsgurte / Rückhaltesysteme,7.1.5a,Kindersicherung: Türen lassen sich von innen öffnen (bei vorhandener Kindersicherung),GM,false
7,Sonstige Ausstattung,7.2,Feuerlöscher / Erste-Hilfe-Material / Warndreieck / Warnweste,7.2.1a,Warndreieck: fehlt,GM,false
7,Sonstige Ausstattung,7.2,Feuerlöscher / Erste-Hilfe-Material / Warndreieck / Warnweste,7.2.2a,Verbandkasten: fehlt oder verfallen,GM,false
7,Sonstige Ausstattung,7.2,Feuerlöscher / Erste-Hilfe-Material / Warndreieck / Warnweste,7.2.3a,Warnweste: fehlt,GM,false
7,Sonstige Ausstattung,7.2,Feuerlöscher / Erste-Hilfe-Material / Warndreieck / Warnweste,7.2.4a,"Feuerlöscher: fehlt (wenn vorgeschrieben, z.B. bei Bussen/Lkw)",EM,false
7,Sonstige Ausstattung,7.3,Schallzeichen (Hupe),7.3.1a,Schallzeichen: ohne Funktion,EM,false
7,Sonstige Ausstattung,7.3,Schallzeichen (Hupe),7.3.1b,"Schallzeichen: nicht vorschriftsmäßig (zu laut, Mehrklang)",EM,false
7,Sonstige Ausstattung,7.4,Geschwindigkeitsmessgerät (Tacho),7.4.1a,Tachometer: ohne Funktion,EM,false
7,Sonstige Ausstattung,7.4,Geschwindigkeitsmessgerät (Tacho),7.4.1b,Tachometer: Beleuchtung ohne Funktion,GM,false
7,Sonstige Ausstattung,7.5,Fahrtschreiber / Kontrollgerät (soweit vorgeschrieben),7.5.1a,Fahrtschreiber: nicht vorhanden oder ohne Funktion,EM,false
7,Sonstige Ausstattung,7.5,Fahrtschreiber / Kontrollgerät (soweit vorgeschrieben),7.5.1b,Fahrtschreiber: Plombe gebrochen oder Manipulation erkennbar,EM|VM,false
7,Sonstige Ausstattung,7.6,Geschwindigkeitsbegrenzer (soweit vorgeschrieben),7.6.1a,Geschwindigkeitsbegrenzer: nicht vorhanden oder ohne Funktion,EM,false
7,Sonstige Ausstattung,7.6,Geschwindigkeitsbegrenzer (soweit vorgeschrieben),7.6.1b,"Geschwindigkeitsbegrenzer: falsch eingestellt, höhere Geschwindigkeit möglich",EM,false
7,Sonstige Ausstattung,7.7,Sitze und Kopfstützen,7.7.1a,Fahrersitz: Einstellung nicht arretierbar,EM,false
7,Sonstige Ausstattung,7.7,Sitze und Kopfstützen,7.7.1b,Fahrersitz: Befestigung unsicher,EM|VM,false
7,Sonstige Ausstattung,7.7,Sitze und Kopfstützen,7.7.2a,Kopfstützen: fehlen oder nicht in vorgesehener Position arretierbar,GM|EM,false
7,Sonstige Ausstattung,7.7,Sitze und Kopfstützen,7.7.3a,Beifahrer-/Rücksitze: Befestigung unsicher,EM,false
7,Sonstige Ausstattung,7.8,Weitere Fahrassistenzsysteme,7.8.1a,Reifendruckkontrollsystem (RDKS): Warnleuchte aktiv,GM|EM,false
7,Sonstige Ausstattung,7.8,Weitere Fahrassistenzsysteme,7.8.2a,Spurhalteassistent: Warnleuchte zeigt Störung,GM,false
7,Sonstige Ausstattung,7.8,Weitere Fahrassistenzsysteme,7.8.3a,Notbremsassistent: Warnleuchte zeigt Störung,EM,false
7,Sonstige Ausstattung,7.8,Weitere Fahrassistenzsysteme,7.8.4a,eCall-System: Warnleuchte zeigt Störung (ab Erstzulassung 04/2018),GM|EM,false
8,Umweltbelastung / Motormanagement / Abgasreinigung,8.1,Geräuschentwicklung / Abgasanlage,8.1.1a,Abgasanlage: geringfügig undicht,GM,false
8,Umweltbelastung / Motormanagement / Abgasreinigung,8.1,Geräuschentwicklung / Abgasanlage,8.1.1b,"Abgasanlage: erheblich undicht, unzulässiger Geräuschpegel",EM,false
8,Umweltbelastung / Motormanagement / Abgasreinigung,8.1,Geräuschentwicklung / Abgasanlage,8.1.1c,Abgasanlage: Abgase dringen in Fahrgastraum ein,VM|VU,false
8,Umweltbelastung / Motormanagement / Abgasreinigung,8.1,Geräuschentwicklung / Abgasanlage,8.1.2a,"Auspuffanlage: Befestigung mangelhaft, lose",GM|EM,false
8,Umweltbelastung / Motormanagement / Abgasreinigung,8.1,Geräuschentwicklung / Abgasanlage,8.1.2b,Auspuffanlage: Herabfallen zu erwarten,EM|VM,false
8,Umweltbelastung / Motormanagement / Abgasreinigung,8.1,Geräuschentwicklung / Abgasanlage,8.1.3a,"Schalldämpfer: beschädigt, durchgerostet",GM|EM,false
8,Umweltbelastung / Motormanagement / Abgasreinigung,8.1,Geräuschentwicklung / Abgasanlage,8.1.3b,Schalldämpfer: fehlt oder wesentlich unwirksam,EM,false
8,Umweltbelastung / Motormanagement / Abgasreinigung,8.2,Abgasverhalten / Motormanagement / Abgasreinigung (AU),8.2.1a,"Abgaswerte: Grenzwerte überschritten (Ottomotor: CO, Lambda)",EM,false
8,Umweltbelastung / Motormanagement / Abgasreinigung,8.2,Abgasverhalten / Motormanagement / Abgasreinigung (AU),8.2.1b,Abgaswerte: Grenzwerte erheblich überschritten,EM,false
8,Umweltbelastung / Motormanagement / Abgasreinigung,8.2,Abgasverhalten / Motormanagement / Abgasreinigung (AU),8.2.2a,Abgaswerte: Grenzwerte überschritten (Dieselmotor: Trübung/Opazität),EM,false
8,Umweltbelastung / Motormanagement / Abgasreinigung,8.2,Abgasverhalten / Motormanagement / Abgasreinigung (AU),8.2.3a,Katalysator: fehlt oder offensichtlich unwirksam,EM,false
8,Umweltbelastung / Motormanagement / Abgasreinigung,8.2,Abgasverhalten / Motormanagement / Abgasreinigung (AU),8.2.3b,Katalysator: offensichtlich manipuliert oder entfernt,EM|VM,false
8,Umweltbelastung / Motormanagement / Abgasreinigung,8.2,Abgasverhalten / Motormanagement / Abgasreinigung (AU),8.2.4a,Dieselpartikelfilter (DPF): fehlt (obwohl serienmäßig),EM,false
8,Umweltbelastung / Motormanagement / Abgasreinigung,8.2,Abgasverhalten / Motormanagement / Abgasreinigung (AU),8.2.4b,DPF: offensichtlich manipuliert oder entfernt,EM,false
8,Umweltbelastung / Motormanagement / Abgasreinigung,8.2,Abgasverhalten / Motormanagement / Abgasreinigung (AU),8.2.5a,"OBD-Fehlerspeicher: abgasrelevanter Fehler gespeichert, MIL leuchtet",EM,false
8,Umweltbelastung / Motormanagement / Abgasreinigung,8.2,Abgasverhalten / Motormanagement / Abgasreinigung (AU),8.2.5b,OBD: Kommunikation nicht möglich (Schnittstelle defekt/manipuliert),EM,false
8,Umweltbelastung / Motormanagement / Abgasreinigung,8.2,Abgasverhalten / Motormanagement / Abgasreinigung (AU),8.2.6a,"SCR-System/AdBlue: Warnleuchte aktiv, Harnstoff fehlt oder System defekt",EM,false
8,Umweltbelastung / Motormanagement / Abgasreinigung,8.2,Abgasverhalten / Motormanagement / Abgasreinigung (AU),8.2.7a,Abgasrückführung (AGR): offensichtlich manipuliert oder stillgelegt,EM,false
8,Umweltbelastung / Motormanagement / Abgasreinigung,8.2,Abgasverhalten / Motormanagement / Abgasreinigung (AU),8.2.8a,"Chiptuning/Leistungssteigerung: nicht genehmigt, Abgasverhalten verändert",EM,false
8,Umweltbelastung / Motormanagement / Abgasreinigung,8.3,Flüssigkeitsverlust / Umweltgefährdung,8.3.1a,Motor: Ölverlust geringfügig,GM,false
8,Umweltbelastung / Motormanagement / Abgasreinigung,8.3,Flüssigkeitsverlust / Umweltgefährdung,8.3.1b,"Motor: erheblicher Ölverlust, Tropfenbildung",EM,false
8,Umweltbelastung / Motormanagement / Abgasreinigung,8.3,Flüssigkeitsverlust / Umweltgefährdung,8.3.1c,Ölverlust: Brandgefahr durch Öl auf heißen Teilen,VM,false
8,Umweltbelastung / Motormanagement / Abgasreinigung,8.3,Flüssigkeitsverlust / Umweltgefährdung,8.3.2a,Kraftstoffanlage: Undichtigkeit,EM,false
8,Umweltbelastung / Motormanagement / Abgasreinigung,8.3,Flüssigkeitsverlust / Umweltgefährdung,8.3.2b,Kraftstoffanlage: Undichtigkeit mit Brand-/Explosionsgefahr,VM|VU,false
8,Umweltbelastung / Motormanagement / Abgasreinigung,8.3,Flüssigkeitsverlust / Umweltgefährdung,8.3.3a,Kühlflüssigkeitsverlust: geringfügig,GM,false
8,Umweltbelastung / Motormanagement / Abgasreinigung,8.3,Flüssigkeitsverlust / Umweltgefährdung,8.3.3b,Kühlflüssigkeitsverlust: erheblich,EM,false
8,Umweltbelastung / Motormanagement / Abgasreinigung,8.4,Kraftstoffanlage / Gasanlage,8.4.1a,Kraftstofftank: Befestigung lose,EM,false
8,Umweltbelastung / Motormanagement / Abgasreinigung,8.4,Kraftstoffanlage / Gasanlage,8.4.1b,"Kraftstofftank: beschädigt, Leckgefahr",EM|VM,false
8,Umweltbelastung / Motormanagement / Abgasreinigung,8.4,Kraftstoffanlage / Gasanlage,8.4.2a,"Kraftstoffleitungen: nicht ordnungsgemäß verlegt, Scheuerstellen",GM|EM,false
8,Umweltbelastung / Motormanagement / Abgasreinigung,8.4,Kraftstoffanlage / Gasanlage,8.4.2b,Kraftstoffleitungen: Brandgefahr,VM|VU,false
8,Umweltbelastung / Motormanagement / Abgasreinigung,8.4,Kraftstoffanlage / Gasanlage,8.4.3a,LPG/CNG-Anlage: Prüfung abgelaufen,EM,false
8,Umweltbelastung / Motormanagement / Abgasreinigung,8.4,Kraftstoffanlage / Gasanlage,8.4.3b,LPG/CNG-Anlage: Undichtigkeit oder Befestigung mangelhaft,EM|VM,false
8,Umweltbelastung / Motormanagement / Abgasreinigung,8.4,Kraftstoffanlage / Gasanlage,8.4.4a,Elektrofahrzeug: Hochvoltsystem - Warnleuchte aktiv,EM,false
8,Umweltbelastung / Motormanagement / Abgasreinigung,8.4,Kraftstoffanlage / Gasanlage,8.4.4b,"Elektrofahrzeug: Hochvoltsystem - Isolationsfehler, Beschädigung der Batterieeinheit",EM|VM,false
9,Zusätzliche Untersuchungen für Fahrzeuge zur Personenbeförderung (KOM),9.1,Türen / Notausstiege,9.1.1a,Fahrgasttüren: Funktion beeinträchtigt,EM,false
9,Zusätzliche Untersuchungen für Fahrzeuge zur Personenbeförderung (KOM),9.1,Türen / Notausstiege,9.1.1b,"Notausstiege: blockiert, nicht benutzbar oder nicht gekennzeichnet",EM|VM,false
9,Zusätzliche Untersuchungen für Fahrzeuge zur Personenbeförderung (KOM),9.1,Türen / Notausstiege,9.1.2a,Türsicherung: nicht ordnungsgemäß,EM,false
9,Zusätzliche Untersuchungen für Fahrzeuge zur Personenbeförderung (KOM),9.2,Heizung / Lüftung / Innenbeleuchtung,9.2.1a,Fahrgastraum-Heizung: ohne Funktion (wenn vorgeschrieben),EM,false
9,Zusätzliche Untersuchungen für Fahrzeuge zur Personenbeförderung (KOM),9.2,Heizung / Lüftung / Innenbeleuchtung,9.2.2a,Innenbeleuchtung: ohne Funktion,GM|EM,false
9,Zusätzliche Untersuchungen für Fahrzeuge zur Personenbeförderung (KOM),9.3,Tritte / Stufen / Boden / Gangwege,9.3.1a,"Trittstufen: beschädigt, Stolpergefahr",EM,false
9,Zusätzliche Untersuchungen für Fahrzeuge zur Personenbeförderung (KOM),9.3,Tritte / Stufen / Boden / Gangwege,9.3.2a,"Boden: Durchrostung, Stolper- oder Einsturzgefahr",EM|VM,false
9,Zusätzliche Untersuchungen für Fahrzeuge zur Personenbeförderung (KOM),9.4,Haltestangen / Haltegriffe / Haltevorrichtungen,9.4.1a,"Haltestangen/-griffe: beschädigt, lose oder fehlend",EM,false
9,Zusätzliche Untersuchungen für Fahrzeuge zur Personenbeförderung (KOM),9.5,Fahrgastsitze,9.5.1a,Sitze: Befestigung mangelhaft oder Sitz beschädigt,EM,false
9,Zusätzliche Untersuchungen für Fahrzeuge zur Personenbeförderung (KOM),9.5,Fahrgastsitze,9.5.1b,Sitze: Lösen aus Verankerung droht,VM,false
D,Zusätzliche nationale Mängel (Deutschland-spezifisch),D.1,Unzulässige technische Änderungen,D.1.1a,Anbauteil ohne erforderliche ABE/Teilegutachten/Eintragung (allgemein),EM,false
D,Zusätzliche nationale Mängel (Deutschland-spezifisch),D.1,Unzulässige technische Änderungen,D.1.2a,Fahrwerk: unzulässige Tieferlegung ohne Eintragung,EM,false
D,Zusätzliche nationale Mängel (Deutschland-spezifisch),D.1,Unzulässige technische Änderungen,D.1.3a,Räder/Reifen: nicht eingetragene Sonderräder,EM,false
D,Zusätzliche nationale Mängel (Deutschland-spezifisch),D.1,Unzulässige technische Änderungen,D.1.4a,Auspuffanlage: nicht genehmigter Austausch/Modifikation,EM,false
D,Zusätzliche nationale Mängel (Deutschland-spezifisch),D.1,Unzulässige technische Änderungen,D.1.5a,"Karosserie: nicht genehmigte Anbauteile (Spoiler, Verbreiterungen etc.)",EM,false
D,Zusätzliche nationale Mängel (Deutschland-spezifisch),D.1,Unzulässige technische Änderungen,D.1.6a,Beleuchtung: nicht genehmigte Änderungen (LED-Nachrüstung etc.),EM,false
D,Zusätzliche nationale Mängel (Deutschland-spezifisch),D.2,Vorgaben nicht eingehalten,D.2.1a,Gesamtanlage Lichttechnische Einrichtungen/Elektrische Anlage: Vorgaben nicht eingehalten,EM,false
D,Zusätzliche nationale Mängel (Deutschland-spezifisch),D.2,Vorgaben nicht eingehalten,D.2.2a,Fahrgestell/Rahmen/Aufbau: Vorgaben nicht eingehalten,EM,false
D,Zusätzliche nationale Mängel (Deutschland-spezifisch),D.2,Vorgaben nicht eingehalten,D.2.3a,Sonstige Ausstattung: Vorgaben nicht eingehalten,EM,false
